prefill_len,log2_prefill_len,norm_qkv,rope,kv_append,attention,o_proj,ffn
256,8,1.847071997821331,0.21574400179088116,0.10054399957880378,1.3492479771375656,0.7357759959995747,6.301376014947891
512,9,2.552639991044998,0.358304001390934,0.09881599992513657,0.649567998945713,1.2371520102024078,12.216256201267242
1024,10,4.705216020345688,0.7998720034956932,0.14019200019538403,2.021631971001625,2.1535680145025253,23.871327996253967
2048,11,7.800191968679428,1.610975980758667,0.28998400643467903,6.1284159719944,4.300032019615173,48.05616021156311
4096,12,15.113759934902191,3.192703992128372,0.5552959963679314,20.926623821258545,8.60595190525055,94.47318410873413
8192,13,29.345215797424316,6.229120045900345,1.0698240026831627,75.34041595458984,16.84326410293579,182.81926441192627
16384,14,56.22246432304382,12.461311936378479,2.118047997355461,286.5666561126709,31.718751907348633,354.70044708251953
